Year,Area_Code,Prefecture,Population,Population_M,Population_F,Populatioin_Japanese,Population_U15,Population_15to64,Population_O65,Number_of_Birth,Total_Fertility_Rate,Number_of_Death,Immigrants_Japanese,Out_Immigrant_Japanese,Marriage,Divorce,Temperature_Average,Temperature_Max,Temperature_Min,Precipitation,Kndergarten_Children_Number,Nursery_School_Children,Elementary_School_Teachers,Elementary_School_Students,Junior_High_School_Teachers,Junior_High_School_Students,High_School_Teachers,High_School_Students,University_Teachers,University_Students,University_Graduates,Waste_Per_Person,Recycling_Waste_Rate,Hospital,Consumption_Expeses,Food_Expenses,Housing_Expenses,Utility_Expenses,Clothing_Expenses,Healthcare_Expenses,Transportaion_Communication_Expenses,Education_Expenses,Entertaiment_Expenses,Other_Consumption_Expenses
2012,R38000,ehime,1415000,666000,749000,1408000,181000,841000,393000,11130,1.52,17216,18608,21114,6386,2529,16.3,33.8,1.8,1369,18396,23954,5305,74634,3116,38588,2911,36829,1161,15653,3582,914,18,128,274214,63298,24767,20775,10881,10554,37032,12036,25424,59762
2012,R39000,kochi,751000,352000,398000,748000,89000,436000,226000,5266,1.43,10142,9575,11514,3257,1403,16.8,31.8,2,2985,4452,19714,3187,37294,2263,20098,2086,20746,941,8203,1784,944,23.2,121,309325,69807,21202,22181,10548,13058,45070,13008,27354,78076
2012,R40000,fukuoka,5089000,2402000,2687000,5048000,687000,3212000,1186000,45815,1.43,48957,102831,94164,27974,10541,17,33.6,2.9,1768.5,67329,99169,16041,275748,9707,142711,8574,133531,8486,107912,23497,990,21.7,406,295272,66269,21773,21298,12036,12117,44665,11510,25613,68698
2012,R41000,saga,845000,398000,447000,841000,121000,509000,214000,7440,1.61,9676,15814,17184,4003,1471,16.5,33.9,1.5,1999,9368,20933,3353,49369,2273,27248,2185,26240,786,7744,1667,873,18,94,301246,65092,19846,22217,12976,15249,43519,14328,25102,72123
2012,R42000,nagasaki,1408000,658000,750000,1403000,188000,839000,380000,11723,1.63,16784,23858,28764,6335,2450,16.9,32.9,3.1,2135.5,14043,32426,5518,76916,3542,42584,3343,42495,1786,17138,3819,944,16.2,131,258371,58837,17335,21107,10155,10794,35207,7050,21598,67729
2012,R43000,kumamoto,1807000,850000,958000,1800000,247000,1081000,478000,15996,1.62,20565,29894,30836,8965,3377,16.7,33.7,1.3,2209.5,16069,49147,7044,99958,4177,52688,3937,51113,1753,26003,5597,845,19,176,284192,60931,21303,20478,12843,12819,38597,9567,26429,71501
2012,R44000,oita,1186000,561000,626000,1178000,153000,705000,327000,9650,1.53,14050,19544,21204,5652,2187,16.3,32,2,2263.5,12544,22065,4561,62256,2729,32893,2741,33746,964,14660,3168,947,20.4,134,305316,62852,19485,19352,12993,12317,43860,8005,33839,81643
2012,R45000,miyazaki,1125000,529000,597000,1121000,156000,670000,301000,9858,1.67,13051,19580,21745,5667,2421,17.2,31.2,2.2,3191.5,10221,30149,4172,63067,2877,33722,2703,34364,949,10244,2165,986,19.3,125,262695,59368,17544,17451,11105,11667,40010,9820,25841,58354
2012,R46000,kagoshima,1687000,789000,898000,1681000,230000,1002000,457000,14841,1.64,21281,28224,31823,8080,3113,18.2,32.2,4.6,2895,19276,36372,7548,93298,4511,49158,4433,50232,1493,15968,3363,939,16.1,223,293842,61185,22385,19627,12234,11915,45257,16367,26332,69535
2012,R47000,okinawa,1411000,693000,719000,1403000,248000,911000,250000,17074,1.9,10626,25271,24156,8842,3634,23,31.8,15.3,2733,17723,34502,5776,99406,3637,50407,3739,48308,1314,18256,3728,853,14.4,81,227981,55499,23731,19756,6856,9948,27855,7769,19324,49890
2013,R01000,hokkaido,5438000,2565000,2873000,5419000,630000,3332000,1469000,38190,1.28,59432,47783,55937,26330,11285,9.2,27.1,-8,1347,65150,66763,19530,261370,12392,138959,11030,135859,6581,78805,17397,1013,24,505,279190,63975,26159,26210,10375,11833,38039,8205,26697,58414
2013,R02000,aomori,1337000,628000,708000,1334000,159000,804000,373000,9126,1.4,17112,18472,24528,5723,2335,10.5,29.3,-4.7,1664,8150,33427,5072,67394,3310,38452,3188,38878,1300,14658,3377,1069,13.7,85,246445,62383,13864,29311,8959,9992,32405,12268,19961,48308
2013,R03000,iwate,1299000,623000,676000,1294000,159000,764000,372000,9231,1.46,15969,18529,20960,5398,2003,10.6,29.4,-7.1,1643,11962,26214,5221,66328,3290,36764,3099,36252,1351,11680,2482,945,18.5,77,276415,65103,13991,28262,9829,12342,44567,7771,25646,60240
2013,R04000,miyagi,2333000,1138000,1196000,2322000,299000,1476000,553000,18949,1.34,22214,51326,46670,11985,4162,12.7,30,-2.7,1111.5,33272,29461,7984,122447,4921,64862,4609,61572,4747,49059,11218,1018,16.8,115,289429,70398,14172,24065,12456,12428,42416,10057,27816,65863
2013,R05000,akita,1050000,493000,557000,1047000,115000,604000,331000,6177,1.35,14824,11943,16538,3865,1485,11.9,29.3,-3.4,2373,7375,23093,3657,48249,2323,27154,2345,27662,1029,8694,1964,1002,16.9,57,272864,64728,13404,27443,9347,12789,36312,9688,25269,65192
2013,R06000,yamagata,1144000,549000,595000,1138000,142000,668000,332000,8159,1.47,15029,13498,17579,4741,1675,11.9,31.2,-4.6,1347,11285,20722,4330,59595,2526,32214,2639,32480,1093,11318,2551,921,16.2,55,314882,70186,17981,29765,11158,13537,48140,13574,29488,70122
2013,R07000,fukushima,1940000,951000,989000,1933000,246000,1176000,524000,14546,1.53,23611,25768,30968,9069,3246,13.4,32.2,-2.5,1202,25257,25136,7302,100579,4707,57446,4419,55473,1268,14363,3161,1084,13.8,105,274195,63729,14892,25988,10707,9711,45206,6737,23297,63885
2013,R08000,ibaraki,2937000,1464000,1474000,2899000,382000,1821000,728000,22358,1.42,30368,44721,49859,14323,5047,14.3,31.3,-2.5,1338,38441,47657,10282,158893,6281,84604,5685,78960,3050,30324,6875,1005,22,162,290219,64636,18444,23360,13071,13121,41527,10377,30593,64682
2013,R09000,tochigi,1986000,986000,1000000,1962000,260000,1246000,480000,15588,1.43,20591,30820,32283,10152,3626,14.4,32.1,-2.9,1504.5,30519,31653,7024,108135,4289,56101,3739,54454,3500,20065,4363,940,17.5,91,308699,67674,23551,23983,12641,14362,43342,11831,29184,71578
2013,R10000,gumma,1986000,978000,1008000,1953000,262000,1209000,512000,14732,1.41,21661,26891,29325,9031,3511,15.2,33.5,-1,998.5,21502,43205,6990,109718,4235,57732,3856,53331,1685,26994,6107,1050,15.6,118,285730,65083,18316,21183,11734,12750,47226,8472,28684,62551
2013,R11000,saitama,7228000,3614000,3614000,7140000,934000,4627000,1661000,57470,1.33,60264,157910,146356,36279,13138,15.6,33.9,-1.2,1251,114030,87178,20127,382020,12332,196384,11087,176764,4414,117272,22843,908,24.9,292,308737,74241,17449,24042,13893,11745,41066,13896,39085,62735
2013,R12000,chiba,6201000,3085000,3116000,6123000,785000,3903000,1505000,48343,1.33,53603,136645,134203,31375,11290,16.6,32.8,1.5,1446.5,93295,78768,18306,326144,10863,166059,9552,150964,4043,102048,21869,956,23.5,245,280173,72684,16458,21492,11756,13611,31777,8895,29966,62444
2013,R13000,tokyo,13307000,6569000,6738000,12983000,1503000,8883000,2914000,109986,1.13,110507,407711,337539,88067,24855,17.1,33.2,1.8,1614,172467,181205,32335,585535,19406,312764,19009,312683,49187,653092,152251,949,23.2,595,333331,81466,29883,23658,15704,15282,34475,17359,38541,65772
2013,R14000,kanagawa,9084000,4546000,4538000,8956000,1170000,5876000,2033000,74320,1.31,72970,207670,195314,49769,16587,16.6,32.7,1.8,1516.5,141407,106750,24760,471280,14637,237461,12353,201949,5149,179331,35766,906,25.3,295,309536,77034,21360,22272,12845,14137,40827,16228,37088,58237
2013,R15000,niigata,2336000,1130000,1206000,2325000,287000,1388000,655000,17066,1.44,28383,22656,27788,9965,3276,13.8,30.7,-1.2,2327,15001,58634,8513,118425,5165,63367,4564,61709,2326,25072,5772,1039,23.2,111,277591,69774,16101,27156,9575,11359,44124,11156,23564,54455
2013,R16000,toyama,1077000,520000,558000,1067000,135000,632000,309000,7722,1.43,12547,12152,13506,4739,1562,14.5,32.9,-0.8,2862.5,6891,29127,3685,56684,2172,30372,2308,28864,1102,10289,2321,1017,22.2,90,323697,72474,11863,27780,11664,11543,58812,10195,27604,82284
2013,R17000,ishikawa,1160000,561000,599000,1151000,154000,703000,302000,9449,1.49,12223,17803,18585,5340,1812,15,32,0.2,3318,8086,35095,4218,62954,2361,33736,2480,31968,2566,25128,5554,994,14.3,85,324434,71501,21983,23781,12958,13430,53427,11768,32628,73110
2013,R18000,fukui,796000,385000,410000,786000,108000,473000,214000,6461,1.6,8764,8493,10548,3744,1181,14.9,33.1,-0.1,2725.5,5016,25240,3190,44457,1903,23816,1748,23229,872,8907,1986,967,17,60,287092,65732,12394,25387,10165,8314,53946,10735,24249,66535
2013,R19000,yamanashi,847000,414000,433000,836000,108000,515000,225000,6198,1.44,9441,12399,14720,3961,1473,15.4,35.3,-3.4,939,6633,18830,3194,45292,1932,24798,2016,26840,1137,16195,3472,987,16.6,52,271790,67396,13467,24022,12855,10908,35266,10372,25739,62894
2013,R20000,nagano,2122000,1033000,1090000,2095000,283000,1239000,600000,16326,1.54,24303,26482,29172,9933,3420,12.3,31.2,-4.6,1137.5,13070,49652,7457,117738,4892,62653,4519,59286,1494,14317,3154,847,24.7,115,291643,66340,17997,24229,10883,14045,44185,7078,28413,67199
2013,R21000,gifu,2053000,994000,1059000,2018000,279000,1233000,539000,16000,1.45,21518,25930,30742,9492,3227,16.3,34.6,-0.3,1875.5,22861,39536,7422,115568,4568,61996,4081,56675,1693,19693,4355,928,19.7,91,272039,63946,11589,23633,10539,12272,46439,12436,27083,55884
2013,R22000,shizuoka,3730000,1836000,1894000,3672000,496000,2261000,966000,30260,1.53,38393,50407,57299,18463,6732,17.2,32.3,0.9,1822,60884,52400,11480,202275,6954,106781,6907,99974,2056,32156,7139,917,21,150,306847,72938,18061,24692,13127,14180,41400,9849,33132,69965
2013,R23000,aichi,7449000,3722000,3727000,7293000,1049000,4732000,1662000,66825,1.47,62395,111461,103570,42302,13077,16.4,34.5,0,1463.5,97842,136813,23077,419848,13687,221212,12183,195504,10643,172617,38687,940,22.7,288,306559,74707,14886,23595,14263,10573,45087,13858,31757,67801
2013,R24000,mie,1833000,892000,941000,1803000,245000,1108000,480000,14514,1.49,19690,26747,29973,8844,3281,16.5,33.4,1.6,1393.5,19650,37581,7167,100903,4169,53920,3764,50220,1232,13643,3067,982,30.1,90,289603,66398,9880,23825,12241,12976,44711,7861,32463,67130
2013,R25000,shiga,1415000,699000,717000,1395000,209000,888000,319000,13015,1.53,12233,25699,25842,7465,2329,15.1,33,0.3,1492,19214,27898,5297,84374,3080,43237,2810,38838,1041,33818,7270,880,19.1,51,271287,66645,13358,21361,11182,11064,42687,14059,31306,50570
2013,R26000,kyoto,2622000,1256000,1366000,2578000,326000,1616000,676000,20106,1.26,25332,53307,55280,12746,4581,16.2,35.1,0.4,1450.5,28817,50684,8624,133804,5429,72721,5192,71047,9681,140617,30491,919,14.4,161,309384,79652,13732,24698,11837,14004,36100,13557,34170,70455
2013,R27000,osaka,8856000,4271000,4585000,8699000,1138000,5527000,2184000,72054,1.32,81864,153281,149904,48596,18104,17.1,34.8,1.7,1418,119145,134552,27133,463068,16954,252766,14881,232995,12994,206260,44607,1018,13.2,496,272813,72205,24337,21382,12900,10320,31290,11594,27179,52810
2013,R28000,hyogo,5565000,2659000,2906000,5487000,741000,3409000,1408000,45673,1.42,54366,88382,93596,27826,10047,17,33.1,2.1,1297.5,70987,82628,18497,304052,10880,161171,10263,143867,6715,114202,25338,975,16.7,320,267048,68819,11294,18202,11124,13408,42990,11292,30022,51215
2013,R29000,nara,1381000,653000,728000,1372000,176000,838000,369000,10190,1.31,14029,24501,27282,6143,2266,15.3,33.9,-0.9,1505.5,17282,21426,4937,74325,3025,40921,2632,37463,1484,20906,4671,918,13.1,71,307879,71345,14642,23776,12986,12583,40723,18724,31186,72826
2013,R30000,wakayama,980000,461000,519000,976000,121000,570000,288000,7122,1.52,12773,11900,14405,4618,1961,17,33.5,1.7,1369.5,8301,19710,3819,50662,2465,29232,2301,28579,679,7046,1548,1035,13.6,78,258464,64350,15389,21069,10801,9550,27751,10596,25105,62619
2013,R31000,tottori,580000,277000,303000,576000,76000,339000,163000,4759,1.62,7270,8791,10474,2719,979,15.5,33.6,0.4,2048,4087,16392,2547,31109,1481,16418,1383,15630,796,6240,1252,1011,26.1,40,266115,65865,10665,23542,10532,11274,37652,6372,23810,66472
2013,R32000,shimane,704000,337000,367000,699000,89000,396000,217000,5534,1.65,9572,10340,11687,2992,1045,15.4,32.4,0.5,2035,4244,21271,3253,36582,1934,19440,1803,19093,833,6588,1380,949,25,45,296630,65488,22584,24318,11664,12241,47456,8828,27193,67410
2013,R33000,okayama,1932000,927000,1005000,1915000,258000,1148000,524000,16210,1.49,21199,28929,29652,9651,3427,16.4,34.1,-0.1,1341,19623,41705,7239,105617,4152,56041,4017,54805,3367,37035,8257,970,27.1,153,289791,63507,21836,22173,12049,12859,41835,9919,27123,66213
2013,R34000,hiroshima,2850000,1376000,1473000,2818000,380000,1716000,743000,24713,1.57,29358,45934,48887,14495,5079,16.6,33.6,0.8,1820.5,33779,58758,9401,154762,5549,80667,5372,74435,4039,54520,12094,902,22.1,217,293691,69287,23469,21798,11508,11534,40765,8685,30758,66094
2013,R35000,yamaguchi,1425000,673000,752000,1413000,177000,814000,429000,10705,1.56,18459,22757,25944,6511,2525,15.8,33.9,-0.2,2267,16395,24767,5189,72541,3213,38377,2985,35475,1457,16923,3705,1051,29.5,120,284689,62939,11989,22565,10107,12942,52211,9851,26733,65649
2013,R36000,tokushima,769000,366000,403000,765000,93000,453000,224000,5666,1.43,10014,9942,11636,3426,1277,16.8,33.7,1.6,1949,7562,14234,3236,38463,1914,21070,1735,20217,1613,11794,2531,959,16.8,99,308550,68063,16254,23017,15998,13681,37951,12394,30036,79860
2013,R37000,kagawa,985000,475000,510000,979000,129000,579000,277000,8059,1.59,11512,18072,19070,4828,1771,16.8,34.8,0.7,1537,14177,20328,3705,54116,2179,28779,2153,25983,797,9110,1971,895,20.1,82,319050,65096,19524,21470,13345,14940,44775,10005,28889,89080
2013,R38000,ehime,1406000,663000,743000,1398000,178000,823000,404000,10696,1.52,17480,17895,21043,6416,2573,16.8,33.5,0.9,1622.5,18333,23624,5274,73136,3074,37933,2876,36254,1163,15536,3422,911,18.4,128,276489,63350,19286,20662,10339,11065,39936,13499,25874,61615
2013,R39000,kochi,743000,349000,394000,740000,88000,425000,232000,5266,1.47,10244,9665,11445,3257,1442,17.3,33.4,1.1,2327,4259,18931,3142,36526,2193,19881,2074,20179,937,8241,1860,943,22.4,120,286019,66276,21744,21534,9222,11614,44200,9436,22005,71508
2013,R40000,fukuoka,5096000,2406000,2690000,5052000,687000,3173000,1230000,45897,1.45,49456,100390,94565,28183,10290,17.7,34.5,2.9,1801.5,68025,100939,16181,274513,9720,141952,8577,132853,8559,107707,23566,993,21.3,404,287896,66954,28386,21327,12847,12036,37558,11739,29434,57298
2013,R41000,saga,841000,397000,445000,838000,120000,501000,219000,7276,1.59,9640,15670,17413,3992,1436,17.1,34,1.2,2012,9431,20141,3334,48513,2250,27042,2164,26006,775,7778,1702,884,18.6,94,294585,68411,19457,23030,10550,11531,40614,11312,25289,72619
2013,R42000,nagasaki,1397000,653000,744000,1392000,185000,822000,390000,11566,1.64,17225,22933,28825,6559,2358,17.5,33.5,2.8,1683.5,13833,32402,5520,75404,3503,41859,3305,41274,1691,17024,3716,960,16,131,279678,64277,14458,21984,11301,9914,37303,8356,22908,80038
2013,R43000,kumamoto,1801000,847000,954000,1794000,246000,1065000,491000,15954,1.65,20237,28901,31584,8934,3333,17.2,33.9,0.1,1975,16067,49258,6986,98665,4196,52351,3914,50075,1731,25896,5792,848,19.7,176,270470,60426,21358,20425,11809,10181,38349,10243,24011,64824
2013,R44000,oita,1180000,558000,622000,1172000,152000,690000,337000,9605,1.56,13874,18873,21435,5724,2179,16.9,34.2,1.3,1505.5,12433,21687,4533,61534,2707,32293,2699,33105,975,14474,3261,951,20.3,133,311824,64163,22718,21484,12852,11603,52386,7867,30569,76613
2013,R45000,miyazaki,1119000,526000,593000,1115000,155000,656000,310000,9854,1.72,12906,19236,21976,5660,2319,17.9,34.1,2,2079.5,10409,30267,4172,62192,2881,33081,2679,33642,1020,10297,2166,969,19,125,263806,59693,27770,17573,9188,12435,40216,7736,22422,56325
2013,R46000,kagoshima,1675000,784000,891000,1670000,229000,984000,467000,14637,1.63,21162,27763,31502,8179,3125,18.9,34.7,3.9,1777.5,19337,35976,7428,92218,4443,48638,4371,48678,1489,15928,3489,936,16.2,220,300766,63691,15615,21373,12434,13205,44276,18040,26989,76820
2013,R47000,okinawa,1419000,697000,722000,1410000,249000,906000,260000,17209,1.94,10956,24517,24486,8803,3651,23.3,32.9,14.3,2071,17824,33448,5783,98913,3698,50705,3696,47597,1315,18408,3753,829,15.3,81,239654,57278,23557,20499,7398,9281,33976,9714,20199,50418
2014,R01000,hokkaido,5410000,2551000,2859000,5390000,621000,3261000,1519000,37058,1.27,60018,46554,55496,26018,11003,9.3,27,-7.4,1203.5,64743,68452,19335,256601,12318,137026,10909,134616,6681,77917,16925,990,24.6,499,285154,65450,22611,27824,12007,11702,36067,9160,27168,64105
2014,R02000,aomori,1323000,622000,701000,1320000,155000,784000,383000,8853,1.42,17042,17792,24252,5481,2195,10.7,27.8,-4.4,1483.5,7946,33107,4921,64876,3272,37540,3163,38266,1314,14635,3283,1046,13.5,81,243627,63139,9693,30606,8087,12354,32782,4986,19572,53187
2014,R03000,iwate,1290000,620000,670000,1285000,156000,749000,380000,8803,1.44,16274,17845,21045,5482,1855,10.6,28.8,-5.8,1280,11709,26681,5093,64512,3235,36137,3091,35879,1365,11610,2467,945,17.4,76,273964,68915,22237,28701,11393,11924,37866,7110,23066,53390
2014,R04000,miyagi,2335000,1140000,1195000,2322000,297000,1458000,573000,18069,1.3,22854,48951,46514,11765,3824,12.8,28.6,-2.1,1416.5,33017,30519,7957,121076,4930,64499,4573,61583,4791,48335,11031,1008,16.4,115,287881,71623,19657,25403,12595,12309,39184,9542,27761,60045
2014,R05000,akita,1037000,487000,550000,1034000,112000,587000,339000,5998,1.34,15096,11626,16049,3842,1444,12,28.7,-2.9,1737.5,7153,22501,3581,46982,2329,26437,2281,26926,1054,8771,1862,1000,16.2,56,266560,63825,12323,28320,9980,10832,41837,6056,24787,58340
2014,R06000,yamagata,1134000,545000,589000,1129000,139000,653000,338000,7966,1.47,15032,13316,16889,4699,1670,11.8,30.2,-3.7,1336.5,10800,21239,4220,57993,2510,31949,2625,31945,1099,11296,2577,925,15.8,55,308555,71496,17486,31070,11368,13229,49012,10208,25480,69371
2014,R07000,fukushima,1927000,948000,979000,1919000,241000,1157000,537000,14517,1.58,23495,27056,29267,8711,3165,13.3,30.5,-2.3,1365.5,25167,25325,7201,98037,4693,56140,4365,54952,1352,14038,3076,1081,13.9,105,288589,66774,15916,28682,9692,9722,43689,10996,24172,68593
2014,R08000,ibaraki,2927000,1458000,1469000,2887000,376000,1789000,754000,21873,1.43,30341,44018,48867,13800,4955,14.2,30.3,-2.6,1471,37426,48009,10158,156106,6192,83909,5710,79089,3134,30017,6890,1006,22.8,161,286262,66020,15212,24097,10602,11791,46610,13170,26698,62136
2014,R09000,tochigi,1980000,984000,996000,1955000,257000,1225000,498000,15442,1.46,20755,30542,32337,9770,3322,14.2,30.7,-3.1,1763.5,29725,32471,6977,106562,4243,56011,3754,54446,3589,19863,4306,929,16.8,91,329193,74318,18503,25532,13975,15398,56410,12467,31644,69050
2014,R10000,gumma,1979000,975000,1004000,1945000,258000,1189000,529000,14522,1.44,21441,26519,28769,9089,3312,14.9,31.2,-1.1,1395.5,20861,42185,6961,107500,4210,57463,3861,53421,1695,26946,6082,1051,15.6,116,298658,67960,11631,20918,13229,10078,53476,8961,29980,71726
2014,R11000,saitama,7247000,3621000,3626000,7151000,929000,4573000,1737000,55765,1.31,61269,157553,142644,35218,12484,15.3,31.7,-1.2,1387.5,112823,87784,20260,378894,12298,196228,11142,178511,4438,116750,22911,897,24.6,292,329448,78388,22771,25347,16120,13097,44549,21754,36960,57152
2014,R12000,chiba,6209000,3089000,3119000,6125000,778000,3848000,1571000,46749,1.32,53975,137199,128835,30578,10642,16.3,30.8,2,1495.5,91277,82649,18227,323173,10900,165446,9635,152666,3761,100806,21746,936,22.8,250,299210,74859,16722,22151,12026,13858,43115,12232,31921,61085
2014,R13000,tokyo,13399000,6612000,6788000,13049000,1517000,8862000,3011000,110629,1.15,111023,404736,331456,87000,23653,16.6,31.2,2.5,1808,170673,188888,32658,587983,19491,311841,19059,316058,50040,651905,151880,931,22.8,592,324999,82178,26834,23744,15671,15648,35849,13984,38221,61161
2014,R14000,kanagawa,9103000,4551000,4552000,8967000,1161000,5820000,2115000,72996,1.31,74387,203866,191011,48851,16004,16.2,30.5,2.5,1860,137910,114408,24895,468512,14634,236462,12448,205223,5167,178405,35353,893,25.7,294,298009,75160,19306,22599,12889,16291,37880,13330,33222,57165
2014,R15000,niigata,2320000,1123000,1198000,2309000,282000,1359000,672000,16480,1.43,28316,21853,27371,9954,3175,13.7,29.6,-0.3,1984,14675,60061,8389,115671,5087,62251,4565,61504,2346,25180,5902,1033,23.3,111,278832,68359,13278,27715,8910,10291,48785,6322,26033,58825
2014,R16000,toyama,1072000,517000,554000,1061000,133000,619000,318000,7556,1.45,12584,11891,12982,4540,1417,14.3,30.3,-0.5,2535,6605,28968,3651,55277,2183,30419,2316,28857,1091,10206,2295,1042,24,88,339622,74998,12856,25893,12239,11924,48245,11055,31366,97700
2014,R17000,ishikawa,1157000,560000,597000,1148000,152000,691000,313000,8961,1.45,12190,16994,17580,5370,1708,14.8,30.4,0.7,2634.5,7830,34110,4190,62162,2344,33427,2475,32306,2568,25015,5515,986,13.8,84,335861,77986,16871,26048,13244,13716,59617,14993,32808,69671
2014,R18000,fukui,791000,383000,408000,782000,106000,463000,220000,6166,1.55,8817,8048,10294,3706,1135,14.6,30.7,-0.3,2463.5,4768,24329,3169,43775,1900,23464,1762,23235,890,9029,1954,954,16.6,60,283518,68391,19387,24709,10854,11722,40858,6682,25645,66078
2014,R19000,yamanashi,841000,411000,430000,830000,106000,504000,231000,6063,1.43,9755,12029,14593,3723,1401,14.7,32.4,-2.8,1190,6403,18958,3186,44172,1944,24500,2002,26346,1151,16107,3537,995,16.7,52,300073,72357,24946,23870,11438,10058,39919,11525,29460,65537
2014,R20000,nagano,2110000,1027000,1083000,2084000,278000,1216000,615000,15848,1.54,24751,25794,29073,9514,3279,11.9,30.3,-5.2,902,12681,50155,7452,115529,4900,62094,4502,59093,1501,14264,3099,838,23.1,116,311287,70033,22459,25582,12278,15129,41050,13225,31192,70011
2014,R21000,gifu,2043000,989000,1054000,2008000,274000,1210000,557000,15138,1.42,21658,25258,29412,9071,3182,16.1,32.2,0.4,1719,23033,40628,7391,113603,4511,61278,4077,56681,1741,19528,4363,911,19.9,90,270768,62884,12774,25082,9440,11702,42256,10928,26269,59940
2014,R22000,shizuoka,3715000,1828000,1886000,3656000,488000,2219000,998000,28684,1.5,38342,48814,56054,18066,6439,16.6,30.9,2.2,2374,59003,53773,11457,199947,7038,105808,6955,100819,2072,32344,7186,902,20.5,151,286567,72751,12776,24612,11747,12182,34598,13100,28954,66998
2014,R23000,aichi,7464000,3729000,3734000,7303000,1041000,4686000,1728000,65218,1.46,62426,109405,103215,41410,12780,16.1,32.3,0.5,1505.5,96825,142840,23170,416989,13705,219348,12349,198951,10776,171910,38753,934,22.3,283,306464,78416,11341,24563,14575,13546,44676,11813,34127,61460
2014,R24000,mie,1826000,888000,937000,1795000,241000,1089000,495000,13727,1.45,19525,26337,29176,8555,3098,16.1,30.9,1.4,1589,19224,37908,7098,99358,4132,53040,3748,50583,1225,13608,3044,975,29.7,89,301337,69211,25492,21632,11851,13230,41829,7253,30902,65544
2014,R25000,shiga,1414000,698000,717000,1395000,207000,877000,332000,12729,1.53,12266,24554,25443,6990,2240,14.9,31,0.1,1449.5,18999,28849,5316,83457,3101,43209,2872,39510,1044,34089,6774,851,21,51,291015,72906,14126,24382,11247,11664,42631,19138,27563,57887
2014,R26000,kyoto,2616000,1252000,1363000,2572000,322000,1586000,701000,19583,1.24,25507,53417,54591,12671,4462,16.1,32.6,0.7,1377,27936,50883,8613,132437,5369,71783,5245,72147,9885,140475,30572,901,14.1,162,304913,83488,12514,24397,14445,11576,40989,17364,29344,59851
2014,R27000,osaka,8845000,4262000,4583000,8691000,1122000,5446000,2267000,69968,1.31,81653,149142,149533,46934,17834,16.7,32.1,2.2,1278.5,116952,136829,27215,455633,17025,248947,14901,236529,13128,206305,45613,983,13.7,491,267169,71683,15942,21883,13304,10655,31534,14941,25248,54039
2014,R28000,hyogo,5550000,2650000,2900000,5473000,732000,3349000,1460000,44352,1.41,54147,86390,93482,26941,9598,16.7,30.6,3,1222,69768,83497,18429,299948,10890,158659,10317,145112,6734,113099,25294,966,16.8,321,260364,69948,12143,19177,11798,12309,32575,12467,26829,52891
2014,R29000,nara,1373000,648000,724000,1364000,173000,819000,383000,9625,1.27,13835,23662,26727,6002,2225,14.9,31.8,-1,1320.5,16647,21751,4902,73156,2988,40352,2633,37537,1524,20614,4706,947,15.6,73,324605,72496,28138,24271,16179,14873,46091,12875,36378,62492
2014,R30000,wakayama,972000,457000,515000,968000,119000,556000,296000,7140,1.55,12609,11420,14377,4419,1914,16.7,31.2,2.1,1409.5,8028,20235,3794,49325,2448,28528,2269,28523,663,7019,1549,992,13.5,78,264987,65780,8655,21681,11138,10551,40660,13615,24644,58009
2014,R31000,tottori,577000,275000,302000,573000,75000,332000,167000,4527,1.6,7076,8965,10096,2663,1029,14.9,31.2,0.8,1890,3888,16130,2522,30735,1510,16377,1386,15500,814,6420,1300,1002,26,40,268355,63945,17578,23097,7973,10784,43782,6842,23269,61535
2014,R32000,shimane,699000,335000,364000,694000,88000,387000,221000,5359,1.66,9369,10061,11662,3022,966,14.9,30.2,1.1,1818.5,4058,20910,3219,35958,1940,19381,1779,18889,847,6669,1391,960,24.2,44,281782,64534,18581,24037,10852,12431,47902,7972,27513,58372
2014,R33000,okayama,1926000,924000,1002000,1909000,256000,1129000,540000,15837,1.49,21051,28900,29282,9265,3212,16.1,31.8,1.3,1142.5,19045,41390,7276,104214,4167,55517,4055,55306,3618,37176,8157,1000,29.5,150,285582,67364,23899,22996,12900,10987,38486,12596,27847,57114
2014,R34000,hiroshima,2846000,1376000,1471000,2814000,378000,1687000,769000,23775,1.55,29463,45071,47710,14194,4838,16.2,30.8,2.1,1573,33467,60627,9443,153374,5559,80063,5360,74445,4074,54304,12146,899,21.8,213,291852,70653,18751,22931,11892,12754,40993,13440,28171,61636
2014,R35000,yamaguchi,1415000,669000,746000,1404000,174000,793000,441000,10197,1.54,17910,22163,25810,6163,2269,15.3,30.9,0,1715.5,16347,24945,5131,71144,3210,38113,2965,35340,1449,16852,3677,1025,30.7,119,294350,66513,11982,22017,11072,12245,56174,10122,28449,65249
2014,R36000,tokushima,763000,363000,400000,759000,91000,442000,230000,5502,1.46,9853,9438,10933,3322,1269,16.4,30.8,2.1,2534,7349,15058,3162,37560,1884,20801,1715,19983,1598,11822,2577,968,16.9,98,320073,67956,24050,22285,13448,12165,47669,14504,30220,76214
2014,R37000,kagawa,980000,474000,507000,974000,128000,567000,286000,7745,1.57,11503,17263,18412,4693,1719,16.4,31.9,1.8,1228.5,13887,20548,3663,53422,2183,28371,2166,26472,774,9089,1946,893,19.3,80,306242,65263,13552,21873,12233,12852,45432,9924,30596,82994
